question1,question2,is_duplicate
г« гЎбЏ «бё’нѕ… «б н нЏбд Ёне« √»н дж«”  ж» ењ,г« ен √ћгб ё’нѕ… б√»н дж«”њ,0
√нд жбѕ  жЁнё «бЌянгњ,гд еж  жЁнё «бЌянгњ,0
г м «д÷г  жб«н… ”«”я« ‘ж«д бб« Ќ«ѕ«бядѕнњ,г м «д÷г  жб«н… √жд «—нж бб≈ Ќ«ѕ «бядѕнњ,0
яг  »бџ г”«Ќ… «б”жнѕњ,яг  ’б «бг”«Ќ… «б≈ћг«бн… бб”жнѕњ,1
≈бм гд нЏжѕ  ’гнг «бя« ѕ—«∆н… «бёѕн”… ’жЁн« Ён —ж”н«њ,г м »дн  «бя« ѕ—«∆н… ’жЁн«њ,0
Ён √н ”д… ўе—  ¬б«  «б ’жн— »ѕжд «бг—¬…њ,г« ен ¬б«  «б ’жн— Џѕнг… «бг—¬…њ,0
яг джЏ нжћѕ б г«—нд «б÷џЎњ,г« ен Ё«∆ѕ…  г«—нд «б÷џЎ ббёб»њ,0
г« Ў—нё…  Ќ÷н— бЁ«∆Ё «б»«–дћ«д »«бћ»д ж«б√Џ‘«»њ,гд Ў—ё  Ќ÷н— бЁ«∆Ё  »«бћ»д њ,0
янЁ дЏ«бћ дё’ Ён «гнд ѕњ,»г«–« дЏ«бћ дё’ Ён «гнд ѕњ,1
г« √‘е— бџ… Ён ёж«Џѕ «б»н«д« њ,г« √ег ёж«Џѕ «б»н«д« њ,0
яг д”»… «б”я«д «бг”бгнд «бгжћжѕнд Ён «б√—ѕдњ,г« д”»… «бг”бгнд Ён «б√—ѕдњ,1
г« ен Ћ«дн √я»— ѕжб… Ён «бгдЎё… «бЏ—»н…њ,г« ен «б»бѕ «бЋ«дн √я»— ѕжб… Ён «бгдЎё… «бЏ—»н…њ,1
г« г»ѕ√ Џгб »Ў«ё… «бг«” — я«—ѕњ,янЁ  Џгб »Ў«ё… «бг«” — я«—ѕњ,1
еб нхЁ шЌ «б»— ё«б «б»‘—…њ,бг«–« нхЁ шЌ «б»— ё«б «б»‘—…њ,1
г« ен «б»Ў«б… «б«Ќ я«янш…њ,г«  Џ—нЁ «б»Ў«б… «б«Ќ я«янш…њ,1
г« Ў—нё…  Ќ÷н— “е—… »«бЎЌндн… њ,гд Ў—ё  Ќ÷н— “е—…  »«бб»дњ,0
г« ен Џгб… Ёб”Ўндњ,г« ен «бЏгб… њ,0
г«–« дё’ѕ »«б—√”г«бнш… «б«ёЎ«Џн…њ,г«  Џ—нЁ «б—√”г«бнш… «б«ёЎ«Џн…њ,1
гд Ў—ё  Ќ÷н— яня… ё—Џ «бЏ”б ж«б»— ё«бњ,гд Ў—ё  Ќ÷н— яня…  «бЏ”б њ,0
г« ен «б’ѕ«ё…њ,г« ен Џж«гб дћ«Ќ «б’ѕ«ё…њ,0
г« еж «бе« Ё «б√—÷нњ,г«  Џ—нЁ «бе« Ё «б√—÷нњ,1
г« ен √”г«Ѕ «б√ё”г Ён ѕ«— «б√ж»—«њ,г« ”»» жћжѕ ¬б«Ё «б”н«Ќ нжгн«р Ён ѕ«— «б√ж»—«,0
г м  г  ‘ннѕ е—г ќжЁжњ,Ён √н Џ«г  г  ‘ннѕ е—г ќжЁжњ,1
г« ен «”»«» «бёжбжд «бЏ’»нњ,бг«–« д’«» »«бёжбжд «бЏ’»нњ,1
янЁ √‘ —н гд «бг «ћ— Џд Ў—нё «бг«” — я«—ѕњ,еб б»Ў«ё… «бг«” — я«—ѕ гќ«Ў—њ,0
г« ен «б√ёдЏ… «б н  ќЁЁ гд «бѕежд Џбм «бжћењ,еб  ќЁЁ «√ёдЏ… «бЎ»нЏн… гд ѕежд «бжћењ,1
г« Ў—нё…  Ќ÷н— «б ж”  »«бЋжг њ,гд Ў—ё  Ќ÷н— «б ж”  »«бЋжгњ,1
г« ен «ббџ… «б—”гн… Ён «б » њ,г« «”г «ббџ… «б—”гн… бгдЎёж ”дћ«дњ,0
г« ен «бг”«Ќ… «бћџ—«Ён… ббгбя… «б√—ѕдн…њ,г« «бг”«Ќ… «б≈ћг«бн… бб√—ѕдњ,1
г« √ег «бЎ—ё ббЏд«н… »«б»‘—…њ,янЁ √Џ дн »»‘— нњ,1
гд «бЏ«бг «б–н √’ѕ— √жб ’ж—… »«б√бж«дњ,г м ўе—  «б’ж— «бгбжд…њ,0
янЁ «Ќ÷— »”»ж”… «б“»«ѕнњ,гд Ў—ё  Ќ÷н—  «б“»«ѕнњ,0
г« ен «бЏгбнш«  «б≈ѕ«—нш… «б ‘џнбнш…њ,г«–« дё’ѕ »«бЏгбнш«  «б≈ѕ«—нш… «б ‘џнбнш…њ,1
яг н»бџ «— Ё«Џ г»дм ‘дџе«н жж—бѕ Ёндн‘«б ”д —њ,г« «”г «Ўжб г»дм Ён «б’ндњ,1
г« ен «бЏ«’г… «б—”гн… ббгџ—» «бЏ—»нњ,яг г”«Ќ… «бгџ—» «бЏ—»нњ,0
г« Ў—нё…  Ќ÷н— ‘Џн—нш… »«б”я—њ,янЁ «Ќ÷— ‘Џн—нш… »«б”я—њ,1
г«–« дё’ѕ »«б‘Џ—њ,г« гЏдм «б‘Џ—њ,1
г« «б≈”г «бЌёнён б «ћ гЌбњ,≈бм г«–« нЏжѕ ”»» »д«Ѕ ÷—нЌ  «ћ гЌбњ,0
г« г”«Ќ… ћ“н—… я«ѕ«Ёж Ён ћ“н—… Ёнћнњ,√нд  жћѕ ћ«гЏ… ћдж» «бгЌнЎ «бе«ѕ∆њ,0
г«ен Ў—ё џ—” гЁежг «б«д г«Ѕ жЌ» «бжЎд Ён «б√ћн«бњ,янёЁ  хџ—” ‘ћ—… «б“н ждњ,0
»г«–« н” г Џ «б“«∆— Ён Ќѕнё… ж«б  ѕн“днњ,√нд  жћѕ Ќѕнё… ж«б  ѕн“днњ,0
г«  «Ћн— «бгќ —Џ«  Ён гћ«б «б“—«Џ…њ,янЁ √Ћ—  «бгќ —Џ«  Ён гћ«б «б“—«Џ…њ,1
г« г”«Ќ… «бћ“н—… «бя»—м Ён ћ“— «бёг—њ,г« ”»» √егн… ћ“н—… «бёг— «бя»—мњ,0
яг н’б Ўжб де— «бднбњ,г« еж Ўжб де— «бднбњ,1
г м  г «б≈Џб«д Џд «” ёб«б ћ“н—… гѕџ‘ё— гд Ё—”«њ,г« еж  «—нќ «” ёб«б гѕџ‘ё— гд «бЁ—д”нндњ,1
г« еж Џб«ћ е»жЎ ÷џЎ «бѕг њ,г« еж Џб«ћ ÷џЎ «бѕг «бг— ЁЏњ,0
г« ен Ё«∆ѕ… «б√—“ «бгЎЌжд гЏ «бЏ”б бб»‘—…њ,еб нЁнѕ  «б√—“ «бгЎЌжд гЏ «бЏ”б «б»‘—…њ,1
гд еж «бёЎ«Џ «б√ег Ён гѕџ‘ё—њ,г« Џ«’г… гѕџ‘ё—њ,0
г« ен ќ’«∆’ Џбг «бћџ—«Ён«њ,г« «б–н нгн“ ќ’«∆’ Џбг «бћџ—«Ён«њ,1
г« г”«Ќ… ћ“н—… Ён н бнЁж «бгжћжѕ… Ён ћ“н—… Ёнћнњ,г« ен «бг”«Ќ… «бћџ—«Ён… бћ“н—… Ён н бнЁжњ,1
янЁ нЏ«бћ «б—жг« н“г »«бЎ» «б»ѕнбњ,янЁ нЏ«бћ «б—жг« н“г »«б«Џ‘«»њ,1
яг Џѕѕ «бг”«яд «бгжћжѕ… Ён »—ћ ќбнЁ…њ,яг Џѕѕ Ўж«»ё «ббн«ё… Ён »—ћ ќбнЁ…њ,0
г« ен √‘н«Ѕ  д“б «бѕж—…њ,г« ен «бг‘—ж»«  «б н  д“б «бЌн÷њ,1
янЁ «дўЁ »ёЏ «бёеж… Џд «б”ћ«ѕњ,янЁ «дўЁ «б”ћ«ѕ њ,0
г« ен √»”Ў Ў—нё… бЏгб Ќг«г »ќ«— ббжћењ,г« еж Ќг«г «б»ќ«— ббћ”гњ,0
г«–« дё’ѕ »«б»«” « Ёбж—«њ,г«  Џ—нЁ «б»«” « Ёбж—«њ,1
г« Ў—нё…  Ќ÷н— Ќбм «б‘Џ—нш… «б»«я” «дн…њ,гд Ў—ё  Ќ÷н— Ќбм «б‘Џ—нш… «б»«я” «дн…њ,1
г« ен «б ш√гнд«  њ,г« еж «б«” Ћг«— Ўжнб «б√ћбњ,0
г« ен «дж«Џ «бѕж«ћдњ,гд «ё”«г «бѕж«ћд њ,1
г« янЁн… яЁ«Ќ џ”нб «б«гж«б њ,г« «бгё’жѕ »џ”нб «б«гж«б њ,0
янЁ «Ќ÷— бЌг г‘жн »жбћжћнњ,гд Ў—ё  Ќ÷н— бЌгњ,0
янЁ «Ќ÷—  «б»«” « »«бг‘—жгњ,гд Ў—ё  Ќ÷н— «бѕћ«ћ «бгЌ‘нњ,0
гд «бЏ«бг «б–н «ќ —Џ ¬б…  ’жн— «бяжѕ«яњ,гд гќ —Џ ¬б…  ’жн— «бяжѕ«яњ,1
яг д”»… «бг”бгнд Ён г’—њ,яг  »бџ д”»… «бг”бгжд Ён г’—њ,1
гд еж ё«∆б ё’нѕ… √ћгб Ќ»њ,гд ’«Ќ» ё’нѕ… √ћгб Ќ»њ,1
г« Ў—нё…  Ќ÷н— яня »—«ждн гЏ «б‘няжб« … њ,гд Ў—ё  Ќ÷н— яня »—«ждн гЏ «б‘няжб« … њ,1
янЁ «Ќ÷—  яня «бћ“— ж«бё—Ё…њ,гд Ў—ё  Ќ÷н—  яня «бћ“— њ,0
бг«–«  –е» «бг—√… «бЌ«гб «бм «бЌг«г яЋн—« Ён «ббнбњ,г« еж «б”»» б »жб «бг—√… «бЌ«гб Ён «ббнбњ,1
Ён √н гћ«б«  ѕќб  «бгќ —Џ« њ,г« ен «бгћ«б«  «б н џЎ е« «бгќ —Џ« њ,1
г« еж еж гжёЏ «бЏ«’г… »н—ж њ,г« г”«Ќ… »н—ж њ,0
гд Ў—ё  Ќ÷н—  ‘н“ яня »«бёеж… њ,гд Ў—ё  Ќ÷н—  ‘н“ яня њ,0
янЁ «Ќ÷— ян‘ «бќх÷«—њ,гд Ў—ё  Ќ÷н—  ян‘ «бќх÷«—њ,1
г« г”«Ќ… ё«—… √ж—ж»« «бћџ—«Ён…њ,г« еж Џѕѕ ”я«д ё«—… √г—ня« «б‘г«бн…њ,0
г« ен гж«’Ё«  гѕн— «бг»нЏ«  њ,г«–« дё’ѕ »гѕн— «бг»нЏ«  њ,0
еб н»«Ќ ббг—н÷ √д нЁЎ— Ён —г÷«дњ,г« Ќяг ≈ЁЎ«— «бг”«Ё— Ён —г÷«дњ,0
г« г‘—жЏн… ’б«… «б«” ќ«—…њ,г« Ќяг  б«ѕж… ѕЏ«Ѕ «б«” ќ«—… ѕжд ’б«…њ,0
яг н»бџ Џѕѕ ”я«д ”дџ«Ёж—…њ,≈бм яг н’б Џѕѕ ”я«д ”дџ«Ёж—…њ,1
г« д”»… «б√” —«бнжд «б√’бнжд «бгжћжѕжд Ён √” —«бн«њ,гд «я ‘Ё ”ж«Ќб √” —«бн« «б‘г«бн…њ,0
янЁ √” ќѕг »Ў«ё… «бг«” — я«—ѕ Ён «бг «ћ— «бгЏ гѕ…њ,янЁ √ѕЁЏ г‘ —н« н Џбм »Ў«ё… «бг«” — я«—ѕњ,1
г« ен «” ќѕ«г«  «бЁ«“бнд бб‘Џ—њ,г« ен Ёж«∆ѕ «бЁ«“бнд бб‘Џ—њ,1
гд «ќ —Џ «б бЁ«“ њ,г« еж «б бЁ«“ њ,0
янЁ «Ќ”» д”»… «б»Ў«б… њ,янЁ «Ќѕѕ д”»… «б»Ў«б… њ,0
г« ен «бЏгб… «б—”гн… Ён яж«б«бг»ж—њ,г« ен √»—“ «б√Ќѕ«Ћ «б «—нќн… Ён г«бн“н«њ,0
г« ен «бЎ—ё «б н н г гд ќб«бе« «бг‘«—я… »»д«Ѕ «бжЎдњ,г« «бгё’жѕ »де÷… «бжЎд,0
яг  »бџ г”«Ќ… днж“бдѕ«њ,г« г”«Ќ… днж“бдѕ« «бћџ—«Ён…њ,1
г«  Џ—нЁ «б яджбжћн« њ,г« ен «б яджбжћн« њ,1
г«–« нЌѕ «бгџ—» гд «б‘г«бњ,г«–« нЌѕ ѕжб… «бгџ—» «бЏ—»н гд «бће… «б‘г«бн…њ,1
г« «б–н нгн“ гѕнд… ѕж”бѕж—Ёњ,√нд нжћѕ »—ћ «б—«ндњ,0
г«–« дё’ѕ »«б ”жнё Џ»— гж«ёЏ «б ж«’б «б«ћ г«Џнњ,янЁ √Џгб  ”жнё Џбм гж«ёЏ «б ж«’ «б«ћ г«Џнњ,0
г«–« дё’ѕ »«бЁ«∆ѕ… «б»”нЎ… њ,г« ен «бЁж«∆ѕ њ,0
г« Ў—нё…  Ќ÷н— «бћж“нш… »ћж“ «бедѕњ,гд Ў—ё  Ќ÷н— ћж“ «бедѕњ,0
еб нЁнѕ д»«  «б”ѕ— «б»‘—…њ,г« √егн… «б”ѕ— бб‘Џ—њ,0
яг Џѕѕ «бгƒбЁ«  б жЁнё «бЌянгњ,г« ен √ег гƒбЁ«   жЁнё «бЌянгњ,0
яг  ’б яЋ«Ё… »бћнян« «б”я«дн…њ,яг  »бџ «бяЋ«Ё… «б”я«дн… Ён »бћнян«њ,1
янЁ √џн— «б «—нќ ж«бжё  Ён дў«г жндѕж“7њ,г« еж жндѕж“ 7њ,0
г« еж «бќ‘«Ё њ,г«  Џ—нЁ «бќ‘«Ё њ,1
г« «б–н ѕЁЏ ћ“— Ёнћн Џд  ќбне« Џд гЏўг ћх“—е« б»—нЎ«дн«њ,г« ен «ббџ… «бг” ќѕг… Ён ћ“н—… я«ѕ«Ёжњ,0
бг«–« б«  ўе— «б ћ«Џнѕ Џбм «б»‘—… «бѕедн… г»я—«рњ,янЁ √ ќб’ гд «б“нж  Ён «б»‘—… «бѕедн…њ,0
г« ен «бге«г «б«‘—«Ён… бгѕн— ‘ƒжд «бгжўЁндњ,г« ен жўнЁ… «б«‘—«Ён… бгѕн— ‘ƒжд «бгжўЁнд њ,1
г« Ў—нё…  Ќ÷н— яня «б‘жяжб« … ж«бёеж… њ,гд Ў—ё  Ќ÷н— яня «б‘жяжб« … њ,0
г« Ў—нё…  Ќ÷н— «бг’«»н» гЏ «бгя‘д њ,гд Ў—ё  Ќ÷н— «бг’«»н»  «бгЌ‘нњ,0
г« еж  ’—нЁ ябг… гЏбжг« њ,г« ен «бгЏбжг«  њ,0
янЁ «Ќ÷— ««бЁ«’жбн« «б»н÷«Ѕњ,гд Ў—ё  Ќ÷н— «бЁ«’жбн« «б»н÷«Ѕњ,1
√”»«»  ё‘— ћбѕ «б√’«»Џњ,бг«–« н ё‘— «бћбѕњ,0
г« ен «дж«Џ «бќб«н« «б‘г”н…њ,г« ен «б«бж«Ќ «б‘г”н… њ,0
г« Ў—нё…  Ќ÷н— яня »—«ждн њ,гд Ў—ё  Ќ÷н— яня »—«жднњ,1
янЁ «Ќ÷—  яЏ» «бџ“«б »«б г—њ,гд Ў—ё  Ќ÷н— «б г—њ,0
яг  »бџ г”«Ќ… ё«—… √Ё—нён«њ,г« г”«Ќ… ё«—… √Ё—нён« «б≈ћг«бн…њ,1
г« ен «бг”«Ќ… «б ё—н»н… б»« «Ён« «б≈дѕждн”н… «бёѕнг…њ,г« ”»» «бЎ«»Џ «бежбдѕн Ён «б»д«Ѕ бядн”… Џг«дж∆нбњ,0
г«  ен √”∆б… гё«»б… «бЏгб Ён «б»джяњ,г«–« дё’ѕ »«бЏгб Ён «б»дяњ,0
√нд  ёЏ яжбжг»н« «б»—нЎ«дн…њ,√нд  жћѕ яжбжг»н« «б»—нЎ«дн…њ,1
яг н»бџ Ўжб ‘«Ў∆ «бг”нб…њ,г« Ўжб ‘«Ў∆ «бг”нб…њ,1
г« ен Џ«’г… —нжднжд «б «»Џ… бЁ—д”«њ,г« ен Џ«’г… —нднждњ,1
г« еж Џб«ћ «б√я“нг«њ,янЁ няжд Џб«ћ «б√я“нг«њ,1
янЁ «Ќ÷— «бѕћ«ћ »ћ»д… «бгж“—нб«њ,гд Ў—ё  Ќ÷н— «бѕћ«ћ »ћ»д… «бгж“—нб«њ,1
г« Ў—нё…  Ќ÷н— Ќ‘ж… «бгЌ‘н »«бЁбЁб њ,гд Ў—ё  Ќ÷н— Ќ‘ж… «бгЌ‘н »«бЁбЁбњ,1
гд Ў—ё  Ќ÷н—  ‘—«» ёг— «бѕндњ,гд Ў—ё  Ќ÷н— ёг— «бѕндњ,1
»г  гн“ ‘Џ— «бгЏбё« њ,яг Џѕѕ ё’«∆ѕ «бгЏбё« њ,0
г« «б–н нгнш“ «б»‘—… «бѕедн…њ,г« ен «б»‘—… «бѕедн…њ,0
гд «я ‘Ё гѕнд… г« ‘ж »н ‘жњ,г м  г »д«Ѕ г« ‘ж »н ‘жњ,0
г«–« √” Ёнѕ гд Џгб Ќг«г »ќ«— бжћенњ,г« еж Ќг«г «б»ќ«—њ,0
г«–« дё’ѕ »«ѕ«—… «бг»нЏ«  њ,г«–« дё’ѕ »«бг»нЏ«  њ,0
»г«–« я«д н” ќѕг е—г  ‘н ‘д ёѕнг«рњ,г«–« я«д н” ќѕг е—г  ‘н ‘д ёѕнг«рњ,1
г« Ў—нё…  Ќ÷н— Ќ‘ж… «бдё«дё  бб»н “«  њ,янЁ «Ќ÷— Џћнд… Ќ‘ж… «бдё«дё бб»н “« њ,1
г« Ў—нё…  Ќ÷н— »н “« ћ»д… «бЁн « гЏ «б»’б њ,гд Ў—ё  Ќ÷н— »н “«  њ,0
г« «б”»» ж—«Ѕ ”ежб… «б дёб »нд ё«—… √жён«дж”н« жё«—… ¬”н« ёѕнг«рњ,г« «бѕн«д«  «бгжћжѕ… Ён ё«—… √жён«дж”н«њ,0
г« ен Ќгм «б—жг« н“гњ,г« ен «бЌг…њ,0
г« «бгё’жѕ »«б ћ«—… «бЌ—… њ,г« ен «б ћ«—…њ,0
г« Ў—нё…  Ќ÷н—  яня… «бд”я«Ёнењ,янЁ «Ќ÷—  яня… «бд”я«Ёнењ,1
г« Ў»нЏ… «бгд«ќ Ён ћ“— «бёг—њ,г« «бгд«ќ «б”«∆ѕ Ён ћ“— «бёг—њ,1
г«–« дё’ѕ »«бёнжѕ «бгЌ«”»н… њ,г« ен «ё”«г «бёнжѕ «бгЌ«”»н… њ,0
г« ен Џгб…  жд”њ,г« ен «бЏгб… њ,0
г« Ў—нё…  Ќ÷н—   «—  «б»бЌ њ,гд Ў—ё  Ќ÷н—   «—  «б»бЌњ,1
г« «егн… «б«д «ћ њ,»г«–« н гн“ «б«д «ћ њ,0
яг Ў«»ё нжћѕ Ён ≈д —д«‘жд«б яжгн—” ”д —њ,г м √хЁ  Ќ ≈д —д«‘жд«б яжгн—” ”д —њ,0
янЁ «Ќ÷— ЁЎн—… «б—ш«Џн њ,гд Ў—ё  Ќ÷н— ЁЎн—… «б—ш«Џн њ,1
г« «бгё’жѕ »«бя «»…њ,г«–« дЏдн »«бя «»…њ,1
г« ен «бг”«Ќ… «бћџ—«Ён… бгжд«яжњ,г« ен «бг”«Ќ… «бћџ—«Ён… бгжбѕ«Ён«њ,0
янЁ «Ќ÷— Ќбжм яЏн»«  «б г— »«бгџ—»н…њ,",гд Ёж«∆ѕ «б г— њ,",0
г« ен Ў—нё…  Ќ÷н— Ќбм «б«ж—нж »«б“»«ѕнњ,янЁн…  Ќ÷н— Ќбм «б“»«ѕн »«бд”я«Ёне ж«бя—нг я—«гнбњ,0
г« Ў—нё…  Ќ÷н—  яня… «б Ё«Ќњ,гд Ў—ё  Ќ÷н—  яня… «бд”я«Ёне њ,0
г« ен √‘е— ё’нѕ… ”н«”н… бд“«— ё»ш«днњ,г« √‘е— ё’нѕ… ”н«”н… бд“«— ё»«днњ,1
гд Ў—ё  Ќ÷н— геб»н… «б—е‘ њ,гд Ў—ё  Ќ÷н—  «б—е‘ њ,0
г« Ё«∆ѕ… «б ”жё Џбм «б«д —д њ,г«–« дё’ѕ »«б ”жё Џ»— «б≈д —д њ,0
янЁ «Ќ÷— ’б’… «б»‘«гнб »‘ж—»… «бѕћ«ћњ,гд Ў—ё  Ќ÷н— ’б’… «б»‘«гнб »‘ж—»… «бѕћ«ћњ,1
янЁ «’дЏ «б г—н… «бд«»б”н… Ён «бгд“б њ,янЁ «’дЏ «б г—н… »«бЏћж… њ,0
г« ен Џ«’г… —ж”н«њ,г« «”г Џ«’г… —ж”н«њ,1
г«–« дЁ’ѕ »«бќ‘«Ё њ,г« Ў—нё… Џгб «бќ‘«Ё њ,0
г« гЏдм «бећ—… њ,г«–« дё’ѕ »«бећ—… њ,1
г« √”г«Ѕ √‘е— гд Ќяг днћн—н«њ,г« бџ… днћн—н«њ,0
гд Ў—ё  Ќ÷н—  Ќб«ж… «бЎЌндн… »«ббж“њ,гд Ў—ё  Ќ÷н— Ќб«ж… «бЎЌндн… њ,0
г м «Ќ б  √бг«дн« »бћнян«њ,Ён √н Џ«г  г ≈Ќ б«б »бћнян« гд «бёж«  «б√бг«дн…њ,1
г«–« дё’ѕ  »«б»Ў«ё… г”»ё… «бѕЁЏ њ,г« гяжд«  »Ў«ё… г”»ё… «бѕЁЏњ,0
Ён √н Џ«г √Џбд  ”дџ«Ёж—… Џд «” ёб«бе«њ,г м  г «б≈Џб«д Џд «” ёб«б ”дџ«Ёж—…њ,1
янЁ «’дЏ «б«—“ »«бб»д  »«бя—нг я—«гнбњ,г« «дж«Џ «б«—“ »«бб»д њ,0
г«–« дё’ѕ »«б«‘ —«ян… њ,г« ен ќ’«∆’ «б«‘ —«ян… њ,0
янЁ «Ќ÷— «бћж“нш… »«б‘жяжб« … ж«б шжЁнњ,гд Ў—ё  Ќ÷н— «бћж“нш… »«б‘жяжб« … ж«б шжЁнњ,1
г«–« дё’ѕ »«бё—ж÷ ё’н—… «б√ћбњ,гд «дж«Џ «бё—ж÷ њ,0
г« ггн“«  ‘»я… «бдћг…њ,г« ен ‘»я… «бдћг…њ,0
гд Ў—ё ’дЏ Ќбм «б«ж—нж »«б“»«ѕнњ,",янЁн…  Ќ÷н— Ќбм «б“»«ѕн »«бд”я«Ёне ж«бя—нг я—«гнбњ,",0
янЁ «Ќ÷— бёг… «б”яш— «бгёбн…њ,гд Ў—ё  Ќ÷н—  «б”я— «бгёбнњ,0
янЁ «Ќ÷— «б»б«бнЎњ,гд Ў—ё  Ќ÷н— «б»б«бнЎњ,1
гд гяжд«  »Ў«б… «бЁн“« њ,г« гяжд«  »Ў«ё… «бЁн“« њ,1
г« Ў—нё…  Ќ÷н— яня… Ў»ё«  «бё—Ё… ж«б жЁн њ,гд Ў—ё  Ќ÷н— яня…  «бё—Ё…  њ,0
гд  ‘—жЎ я «»… «б—ш”«∆б «б≈ѕ«—нш…њ,",г« ен Ёж«∆ѕ «б—”«∆б «б«ѕ«—н… њ,",0
г« Ќяг ≈ЁЎ«— «бг”«Ё— Ён —г÷«дњ,еб нЁЎ— «бг”«Ё— Ён —г÷«дњ,1
гд Ў—ё  Ќ÷н— яня… «бћ“— »«б“»н»њ,гд Ў—ё  Ќ÷н— яня… «бћ“—  њ,0
г« ”»»  ”гн… «б√—ѕд »е–« «б«”гњ,г« «”г «б√—ѕд «б—”гнњ,0
